Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Error_Missing_Transaction_ID,Error_Invalid_Transaction_ID,Error_Duplicate_Transaction_ID,Error_Missing_Customer_ID,Error_Invalid_Customer_ID,Error_Missing_Date,Error_Invalid_Date,Error_Missing_Product,Error_Invalid_Product,Error_Missing_Quantity,Error_Invalid_Quantity,Error_Missing_Price,Error_Invalid_Price_Format,Error_Invalid_Price_Value,Error_Missing_Payment_Method,Error_Nonstandard_Payment,Error_Missing_Status,Error_Nonstandard_Status,Error_Count,Error_Type,Is_Anomaly
T63224,2024-12-19,C1505,Laptop,8.0,-77.43071407908042,creditcard,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T63225,2023-13-01,C1660,Tablet,4.0,450.67966919981995,Credit Card,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Invalid Date,1
T63226,2023-13-01,C1074,Headphones,9.0,,Cash,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T63227,2020-04-15,,Laptop,4.0,279.9336913890928,pay pal,Failed,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Missing Customer ID | Invalid Customer ID | Nonstandard Payment Method,1
T63228,2023-13-01,C3954,Smartphone,647.0,508.99543358198554,pay pal,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Invalid Date | Nonstandard Payment Method,1
T63229,2023-13-01,C2796,Smartphone,-6.0,,PayPal,Failed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T63230,2023-09-12,C1653,Headphones,3.0,-77.42721113255584,credit card,complete,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T63231,2025-02-30,C3461,Smart,-5.0,868.7939246037987,pay pal,complete,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,5,Invalid Date | Invalid Product | Invalid Quantity | Nonstandard Payment Method | Nonstandard Status,1
T63232,,C2669,Smartphone,5.0,-266.1468950859645,pay pal,Completed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,Missing Date | Invalid Price Value | Nonstandard Payment Method,1
T63233,2023-13-01,C2433,Tablet,-4.0,673.9014255122473,Cash,completed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Invalid Date | Invalid Quantity | Nonstandard Status,1
T63234,2023-13-01,C2918,Smartphone,2.0,-661.5956020411336,credit card,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T63235,2025-02-30,C3829,L,591.0,,creditcard,Completed,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4,Invalid Date | Invalid Product | Missing Price | Nonstandard Payment Method,1
T63236,2024-03-20,C4347,Coffee Machine,7.0,285.47318990383417,creditcard,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Nonstandard Payment Method,1
,2023-13-01,C166,Tablet,10.0,-921.0690962406846,creditcard,Failed,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Price Value | Nonstandard Payment Method,1
T63238,2022-09-16,C089,Laptop,615.0,-399.08556356910105,pay pal,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,Invalid Price Value | Nonstandard Payment Method,1
T63239,2025-02-30,C911,Headphones,-10.0,$924.90,credit card,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,Invalid Date | Invalid Quantity | Nonstandard Payment Method,1
T63240,2023-02-12,C3624,Headphones,5.0,194.63695970203457,pay pal,Failed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Nonstandard Payment Method,1
T63241,2022-08-13,C2690,S,2.0,-937.6530390408691,Cash,completed,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,Invalid Product | Invalid Price Value | Nonstandard Status,1
T63242,2025-02-30,C3333,Smartphone,494.0,,Cash,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T63243,2025-02-30,C1747,Smartphone,518.0,,pay pal,Completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Invalid Date | Missing Price | Nonstandard Payment Method,1
T63244,2025-02-30,C4829,Tablet,231.0,227.90002712098584,Credit Card,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Invalid Date,1
T63245,,C3574,Smartphone,554.0,-498.34393409604814,Cash,complete,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Missing Date | Invalid Price Value | Nonstandard Status,1
T63246,2025-02-30,C3486,Headphones,6.0,-807.0599003962403,pay pal,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T63247,2023-13-01,C3674,Laptop,539.0,491.5396501357399,creditcard,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Invalid Date | Nonstandard Payment Method,1
T63248,,C2714,Laptop,7.0,-542.6541969716379,PayPal,complete,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,Missing Date | Invalid Price Value | Nonstandard Status,1
T63249,2023-13-01,C1476,Smartphone,-4.0,482.21207162959575,credit card,Failed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,Invalid Date | Invalid Quantity | Nonstandard Payment Method,1
T63250,2023-13-01,C428,Tablet,485.0,,credit card,Completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Invalid Date | Missing Price | Nonstandard Payment Method,1
T63251,2023-13-01,C050,Laptop,-8.0,-999.2248099572713,pay pal,Pending,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
T63252,2025-02-30,C923,Laptop,,160.20838658686387,pay pal,Completed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,Invalid Date | Missing Quantity | Nonstandard Payment Method,1
,2023-13-01,C1867,Laptop,337.0,,pay pal,completed,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,6,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T63254,2025-02-30,C1098,Smartphone,7.0,-321.00895545019307,creditcard,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,Invalid Date | Invalid Price Value | Nonstandard Payment Method,1
T63255,2025-02-30,C3335,Coffee Machine,-5.0,,PayPal ,completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Status,1
T63256,2025-02-30,C1692,Tablet,-7.0,997.290987775849,Cash,complete,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Invalid Date | Invalid Quantity | Nonstandard Status,1
T63257,2023-13-01,C1802,Headphones,371.0,116.54122204026878,Cash,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T63258,2023-13-01,C2319,Smartphone,9.0,,credit card,Failed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Invalid Date | Missing Price | Nonstandard Payment Method,1
T63259,2022-09-24,C1694,Coffee Machine,10.0,,credit card,Completed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Missing Price | Nonstandard Payment Method,1
T63260,2023-13-01,C1054,Smartphone,3.0,-769.6800581869956,pay pal,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,Invalid Date | Invalid Price Value | Nonstandard Payment Method,1
,2023-13-01,,Tablet,607.0,,Cash,Completed,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,Missing Transaction ID | Invalid Transaction ID | Missing Customer ID | Invalid Customer ID | Invalid Date | Missing Price,1
T63262,2022-12-03,C4514,Headphones,126.0,919.2847690702067,creditcard,Failed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Nonstandard Payment Method,1
T63263,2023-13-01,C1496,Laptop,-7.0,686.1355036552931,PayPal,Failed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Invalid Date | Invalid Quantity,1
T63264,2023-10-05,,Headphones,624.0,,credit card,completed,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,5,Missing Customer ID | Invalid Customer ID | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T63265,2025-02-30,C974,Tablet,,$932.36,creditcard,Completed,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,Invalid Date | Missing Quantity | Nonstandard Payment Method,1
T63266,2023-13-01,C315,Smartp,137.0,,PayPal,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4,Invalid Date | Invalid Product | Missing Price | Missing Status,1
T63267,2023-13-01,C3382,Headphones,-2.0,936.5678749318658,creditcard,Pending,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,Invalid Date | Invalid Quantity | Nonstandard Payment Method,1
T63268,2021-12-01,C1163,Laptop,775.0,-954.4984703310043,PayPal ,Failed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Invalid Price Value,1
T63269,2022-04-22,C3395,Laptop,9.0,,PayPal ,complete,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Missing Price | Nonstandard Status,1
T63270,2022-07-21,C3118,Smartphone,-7.0,486.6861778818659,PayPal ,Pending,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Invalid Quantity,1
T63271,2023-13-01,,Headphones,2.0,171.87352968064727,PayPal ,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,Missing Customer ID | Invalid Customer ID | Invalid Date | Missing Status,1
T63272,2025-02-30,C3661,Tablet,952.0,,PayPal ,complete,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T63273,2025-02-30,C4500,Hea,892.0,-479.11410607845835,pay pal,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,5,Invalid Date | Invalid Product | Invalid Price Value | Nonstandard Payment Method | Missing Status,1
T63274,2023-13-01,C1954,Table,-5.0,288.84038224757285,Cash,Failed,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,Invalid Date | Invalid Product | Invalid Quantity,1
T63275,2020-04-17,C2523,Smartphone,491.0,,credit card,completed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T63276,2023-13-01,,Tablet,5.0,130.79211252428985,PayPal,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,Missing Customer ID | Invalid Customer ID | Invalid Date | Missing Status,1
T63277,2025-02-30,C3363,Smartphone,-9.0,,pay pal,Failed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Payment Method,1
T63278,2025-02-30,C4137,Coffee Machine,133.0,,credit card,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,Invalid Date | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T63279,2023-13-01,C1798,Smartphone,8.0,796.1267532220284,Credit Card,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T63280,2023-13-01,C1838,Laptop,8.0,-622.2151598797727,Credit Card,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Invalid Date | Invalid Price Value | Missing Status,1
T63281,2023-13-01,,Smartphone,-3.0,$262.73,PayPal,Failed,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Quantity,1
T63282,2025-02-30,C204,Tablet,-6.0,-633.6645519259384,PayPal,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,Invalid Date | Invalid Quantity | Invalid Price Value,1
T63283,2023-13-01,C3496,Headphones,-8.0,-454.5367829451484,credit card,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
T63284,2024-11-11,C2410,Coffee Machine,2.0,,Credit Card,Failed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Missing Price,1
T63285,2021-06-16,C1420,Coffee Machine,3.0,-401.6723795446484,Cash,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,Invalid Price Value | Nonstandard Status,1
T63286,2023-13-01,C728,Smartphone,-8.0,$155.58,PayPal,Pending,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Invalid Date | Invalid Quantity,1
T63287,2023-13-01,C3275,Tablet,172.0,,credit card,complete,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,Invalid Date | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T63288,2025-02-30,C2438,Laptop,707.0,$572.69,PayPal,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T63289,2025-02-30,C4836,Coffee Machine,-6.0,,creditcard,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,5,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Payment Method | Missing Status,1
T63290,2023-13-01,C3946,Coffee Machine,2.0,-138.04821221786926,credit card,Completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,Invalid Date | Invalid Price Value | Nonstandard Payment Method,1
T63291,2025-02-30,C2153,Headphones,217.0,-66.13548848530434,Credit Card,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Invalid Date | Invalid Price Value | Missing Status,1
T63292,,C470,Headp,-6.0,,PayPal,,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,5,Missing Date | Invalid Product | Invalid Quantity | Missing Price | Missing Status,1
T63293,,C3105,Coffee Machine,709.0,,creditcard,Pending,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,Missing Date | Missing Price | Nonstandard Payment Method,1
T63294,2020-10-26,C3020,Smartphone,2.0,-701.7280118861378,PayPal,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Invalid Price Value,1
T63295,2025-02-30,C2360,Coffee Machine,929.0,817.5796669749245,PayPal ,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Invalid Date,1
T63296,,C1449,Laptop,2.0,661.7560437873323,PayPal ,complete,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,Missing Date | Nonstandard Status,1
T63297,2025-02-30,C157,Tablet,-7.0,-254.04731302247512,pay pal,Failed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
,2023-13-01,C3236,Headphones,2.0,-582.2693659087042,Cash,completed,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Price Value | Nonstandard Status,1
T63299,2023-13-01,C4736,Laptop,6.0,-136.65653406571403,PayPal ,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Invalid Date | Invalid Price Value | Missing Status,1
T63300,2023-13-01,C4594,Tablet,426.0,-435.23212283372686,Credit Card,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,Invalid Date | Invalid Price Value | Nonstandard Status,1
T63301,2025-02-30,C2477,Laptop,9.0,,PayPal,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T63302,2025-02-30,C4512,Laptop,-10.0,,creditcard,Failed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Payment Method,1
T63303,2023-13-01,C4121,Laptop,217.0,-931.398169140655,pay pal,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Missing Status,1
T63304,,C2851,Coffee Machine,,,Credit Card,,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,Missing Date | Missing Quantity | Missing Price | Missing Status,1
T63305,2023-13-01,C2879,Smartphone,-8.0,$92.55,credit card,complete,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,Invalid Date | Invalid Quantity | Nonstandard Payment Method | Nonstandard Status,1
T63306,2025-02-30,C4732,Headphones,-5.0,743.3999912907217,PayPal ,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Invalid Date | Invalid Quantity,1
T63307,2023-13-01,C4270,Headphones,561.0,-268.95172116868946,credit card,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T63308,2023-13-01,C2472,Coffee Machine,-2.0,,Credit Card,Completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T63309,2023-13-01,C369,Headphones,393.0,-497.19211625062997,Credit Card,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Invalid Date | Invalid Price Value | Missing Status,1
T63310,2023-13-01,C1751,Laptop,567.0,738.2212350161135,creditcard,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,Invalid Date | Nonstandard Payment Method | Missing Status,1
T63311,2025-02-30,C4795,Tablet,,-924.9005440539227,PayPal,Pending,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,Invalid Date | Missing Quantity | Invalid Price Value,1
T63312,2021-07-21,C581,Hea,4.0,685.5063847626144,Cash,complete,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,Invalid Product | Nonstandard Status,1
T63313,2025-02-30,C225,Tablet,-9.0,,PayPal,complete,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Status,1
T63314,2020-11-18,C3282,Coffee Machine,7.0,-458.328818347233,Credit Card,Pending,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Invalid Price Value,1
T63315,2023-13-01,C2881,Coffee Machine,933.0,,PayPal ,Failed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T63316,2023-13-01,C1050,Smartphone,7.0,308.03152534177804,Credit Card,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T63317,2025-02-30,C3384,Coffee Machine,-7.0,87.24319402323871,creditcard,Pending,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,Invalid Date | Invalid Quantity | Nonstandard Payment Method,1
T63318,2024-08-29,C221,Coffee Machine,-6.0,-975.5517624158587,creditcard,Pending,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
,2025-02-30,C314,Coffee Machine,688.0,,creditcard,Completed,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Missing Price | Nonstandard Payment Method,1
T63320,2023-13-01,C2019,T,1.0,718.0131581477767,Cash,Completed,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Invalid Date | Invalid Product,1
T63321,2025-02-30,C1468,Smartphone,2.0,620.3410336759022,credit card,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,Invalid Date | Nonstandard Payment Method | Nonstandard Status,1
T63322,2025-02-30,C3763,Smartphone,-7.0,,Cash,Failed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T63323,2025-02-30,C3689,Headphones,-1.0,,PayPal ,completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Status,1
T63324,2025-02-30,C4131,Tablet,4.0,,Credit Card,complete,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T63325,2025-02-30,C369,Smartphone,2.0,,PayPal,complete,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T63326,2023-13-01,C1249,Coffee Machine,4.0,,Cash,Pending,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T63327,2025-02-30,C3350,Tablet,169.0,969.065090227464,PayPal,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Invalid Date,1
T63328,2021-12-20,C948,Headphones,139.0,,credit card,Failed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Missing Price | Nonstandard Payment Method,1
T63329,2025-02-30,,Lapt,-7.0,,creditcard,complete,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,8,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Product | Invalid Quantity | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T63330,2025-02-30,C3972,Smartphone,657.0,,pay pal,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,4,Invalid Date | Missing Price | Nonstandard Payment Method | Missing Status,1
T63331,2021-11-26,C3371,Coffee Machine,-6.0,,credit card,complete,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,Invalid Quantity | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T63332,2021-01-01,C1484,Smartphone,718.0,310.3354049363631,PayPal,Pending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clean,0
,2023-03-13,C3510,Coffee Machine,-8.0,-612.0371787602976,pay pal,complete,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,6,Missing Transaction ID | Invalid Transaction ID | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T63334,2025-02-30,C3487,Smartphone,996.0,,PayPal,Completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T63335,2025-02-30,C3350,Tablet,914.0,-985.9463642287599,credit card,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T63336,2022-06-19,C4794,Headphones,-5.0,893.8713817909608,Cash,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,Invalid Quantity | Missing Status,1
T63337,2025-02-30,C654,Coffee Machine,479.0,-419.6619276618726,Cash,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,Invalid Date | Invalid Price Value | Nonstandard Status,1
T63338,2025-02-30,C4418,Laptop,,$-967.54,pay pal,,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,5,Invalid Date | Missing Quantity | Invalid Price Value | Nonstandard Payment Method | Missing Status,1
T63339,2025-02-30,C4920,Smartphone,-2.0,-442.9789965932913,PayPal,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,Invalid Date | Invalid Quantity | Invalid Price Value | Missing Status,1
T63340,,C3386,Headphon,7.0,-226.5028681166849,Cash,Pending,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,Missing Date | Invalid Product | Invalid Price Value,1
T63341,,C4821,Tablet,-7.0,761.500199091841,credit card,complete,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,4,Missing Date | Invalid Quantity | Nonstandard Payment Method | Nonstandard Status,1
T63342,2021-02-09,C1116,Lapto,5.0,-809.7355005802449,creditcard,Pending,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,Invalid Product | Invalid Price Value | Nonstandard Payment Method,1
T63343,2025-02-30,,Smartphone,879.0,-209.85924260099262,pay pal,completed,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,6,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T63344,2025-02-30,C4661,Headphones,-2.0,190.107048318288,Cash,completed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Invalid Date | Invalid Quantity | Nonstandard Status,1
T63345,2023-13-01,C1702,Tablet,686.0,,PayPal ,complete,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T63346,2023-13-01,C4980,Headph,-4.0,773.9333971405911,Credit Card,Failed,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,Invalid Date | Invalid Product | Invalid Quantity,1
T63347,2025-02-30,C2810,Coffee Machine,-5.0,312.9297036110402,PayPal,complete,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Invalid Date | Invalid Quantity | Nonstandard Status,1
T63348,2025-02-30,C3221,Headphone,,,PayPal ,,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,5,Invalid Date | Invalid Product | Missing Quantity | Missing Price | Missing Status,1
T63349,2025-02-30,C2477,Laptop,777.0,703.116096876693,pay pal,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Invalid Date | Nonstandard Payment Method,1
T63350,2025-02-30,C3826,Coffee Machine,607.0,-226.07799212318844,credit card,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T63351,2025-02-30,C1367,Tablet,6.0,-450.98152382750493,PayPal,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,Invalid Date | Invalid Price Value | Nonstandard Status,1
T63352,2025-02-30,C304,Laptop,987.0,-946.2629613799863,PayPal ,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Invalid Date | Invalid Price Value | Missing Status,1
T63353,2023-13-01,C3716,Coffee Machine,129.0,$785.85,creditcard,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Invalid Date | Nonstandard Payment Method,1
T63354,2025-02-30,C3294,Laptop,9.0,$880.54,pay pal,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,Invalid Date | Nonstandard Payment Method | Missing Status,1
